feature,OR
R_delta/theta_min_C,0.8647788211413088
R_delta/theta_min_O,0.9699625153936058
R_delta/theta_mean_F,1.0191961845719397
R_delta/theta_mean_C,1.0313730804431132
R_delta/theta_mean_O,1.1018048667029514
R_delta/theta_std_F,0.9398467121203208
R_delta/theta_std_C,1.0219992889149039
R_delta/theta_std_O,1.1120718686413198
R_delta/alpha_max_F,0.9927403554262503
R_delta/alpha_max_C,1.035286223055504
R_delta/alpha_max_O,1.1500879026840374
R_delta/alpha_min_F,0.9728206046761481
R_delta/alpha_min_C,0.8771323568799725
R_delta/alpha_min_O,1.019569961142292
R_delta/alpha_mean_F,1.0233475085257724
R_delta/alpha_mean_C,1.0326786116497209
R_delta/alpha_mean_O,1.116852741409819
R_delta/alpha_std_F,0.9415751943184331
R_delta/alpha_std_C,1.018161810111923
R_delta/alpha_std_O,1.130779482967556
R_theta/alpha_max_F,1.0581871444426938
R_theta/alpha_max_C,1.0234829231451241
R_theta/alpha_max_O,1.0955131041461486
R_theta/alpha_min_F,1.0465515278549773
R_theta/alpha_min_C,1.0136975766295686
R_theta/alpha_min_O,1.0705428363146545
R_theta/alpha_mean_F,1.086877350651914
R_theta/alpha_mean_C,1.0552817028835628
R_theta/alpha_mean_O,1.0995224506412964
R_theta/alpha_std_F,1.0331069631677272
R_theta/alpha_std_C,0.993731973227236
R_theta/alpha_std_O,1.0893353074966066
CHIRP_C3,1.4496850651948696
COUPL_ANGLE_C3,0.6620252343619578
COUPL_MAG_C3,0.8661890551369498
COUPL_OVERLAP_C3,0.4910200717852118
COUPL_PV_C3,1.4437491741818815
DENS_C3,0.5104684361872183
DISPERSION_C3,1.0380817462208387
DISPERSION_P_C3,1.223524114717556
DUR_C3,1.1166870241890472
FFT_C3,1.0142143482171346
FRQ_C3,1.020256437503699
FWHM_C3,0.6189335992051398
ISA_M_C3,0.5854253087011282
ISA_S_C3,1.0934335901447
ISA_T_C3,0.6279446837669832
MINS_C3,0.9877407201058246
N_C3,0.5153540372718587
N01_C3,0.5959363354365856
N02_C3,0.5712380022284654
NE_C3,0.9877407201058246
NOSC_C3,1.1182481885934397
Q_C3,0.5595893554895992
SYMM_C3,0.8477572342298498
SYMM2_C3,1.2556318494934473
SO_C3,0.7675335760352036
SO_AMP_C3,1.0372775355556094
SO_DUR_C3,1.3585280364466994
SO_NEG_DUR_C3,1.4084126108976955
SO_P2P_C3,0.9614351685420821
SO_POS_DUR_C3,1.1727527987662574
SO_RATE_C3,0.6732689741729306
SO_SLOPE_NEG1_C3,1.1367898533996241
SO_SLOPE_NEG2_C3,0.8308713634223729
SO_SLOPE_POS1_C3,0.9958038769867871
SO_SLOPE_POS2_C3,1.0946040817157314
SO_TH_NEG_C3,0.9792454143895406
SO_TH_P2P_C3,1.028596519743505
AMP_C4,1.038527487234515
CHIRP_C4,1.549057358673648
COUPL_ANGLE_C4,0.6200152914719754
COUPL_MAG_C4,1.1024603597219549
COUPL_OVERLAP_C4,0.5562050811383317
COUPL_PV_C4,1.300694633663842
DENS_C4,0.5290904146697956
DISPERSION_C4,1.0714110726129225
DISPERSION_P_C4,1.294345322845976
DUR_C4,1.0866003155840143
FFT_C4,1.0261088668244664
FRQ_C4,0.9767717448452854
FWHM_C4,0.6046610759469083
ISA_M_C4,0.6562054580176699
ISA_S_C4,1.0646635515450906
ISA_T_C4,0.6969525214406176
MINS_C4,0.9924953077731575
N_C4,0.5396734989605306
N01_C4,0.6207257602724743
N02_C4,0.5922722407719169
NE_C4,0.9924953077731575
NOSC_C4,1.0853564716436195
Q_C4,0.6123990455814368
SYMM_C4,0.8748979608048537
SYMM2_C4,1.1991563085408787
SO_C4,0.7793930205735835
SO_AMP_C4,1.01125594693504
SO_DUR_C4,1.2977243788211925
SO_NEG_DUR_C4,1.2739880612726904
SO_P2P_C4,0.9991991874991729
SO_POS_DUR_C4,1.200015896090694
SO_RATE_C4,0.6988682900597908
SO_SLOPE_NEG1_C4,1.0273662921335467
SO_SLOPE_NEG2_C4,0.9655413002888273
SO_SLOPE_POS1_C4,1.0035014764815684
SO_SLOPE_POS2_C4,1.006116771292948
SO_TH_NEG_C4,0.9695617223599639
SO_TH_P2P_C4,1.0237347082847523
AMP_F3,0.9656358876858347
CHIRP_F3,1.4938378195408322
COUPL_ANGLE_F3,0.6548507996832268
COUPL_MAG_F3,0.9492183596058361
COUPL_OVERLAP_F3,0.4808711782436067
COUPL_PV_F3,1.377308918673972
DENS_F3,0.4644234506605726
DISPERSION_F3,1.320443118880672
DISPERSION_P_F3,0.9914356210273303
DUR_F3,1.097074638220248
FFT_F3,1.5690847005810828
FRQ_F3,1.4157125397308863
FWHM_F3,0.6483479078509484
ISA_M_F3,0.566334675072204
ISA_S_F3,1.0668498805073838
ISA_T_F3,0.6500148392482535
MINS_F3,0.9879359480850887
N_F3,0.4954357825403549
N01_F3,0.5988023433240159
N02_F3,0.561464886755408
NE_F3,0.9879359480850887
NOSC_F3,1.1059951047742134
Q_F3,0.5028932924193869
SYMM_F3,0.8576498300718279
SYMM2_F3,1.1860075669064005
SO_F3,0.819889299697434
SO_AMP_F3,1.0609725886888972
SO_DUR_F3,1.239823030728632
SO_NEG_DUR_F3,1.2344464297351763
SO_P2P_F3,0.94549064801304
SO_POS_DUR_F3,1.156502878438415
SO_RATE_F3,0.6971258742322805
SO_SLOPE_NEG1_F3,1.0680763656032894
SO_SLOPE_NEG2_F3,0.8740644257986404
SO_SLOPE_POS1_F3,0.917304621921654
SO_SLOPE_POS2_F3,1.0313900634250448
SO_TH_NEG_F3,0.9814450432652759
SO_TH_P2P_F3,1.02580474580229
AMP_F4,0.9929752589362754
CHIRP_F4,1.6081112007131186
COUPL_ANGLE_F4,0.6816832889324601
COUPL_MAG_F4,0.9310191742783888
COUPL_OVERLAP_F4,0.5496657439843309
COUPL_PV_F4,1.4519439655219792
DENS_F4,0.5156717931316622
DISPERSION_F4,1.224458678868333
DISPERSION_P_F4,1.108774467929264
DUR_F4,1.0916755976946162
FFT_F4,1.4675845516563892
FRQ_F4,1.3971765201251813
FWHM_F4,0.6214274563378637
ISA_M_F4,0.6395938543091926
ISA_S_F4,1.0201469058792043
ISA_T_F4,0.7061143695876663
MINS_F4,0.9870599885565834
N_F4,0.5427545743911292
N01_F4,0.6389308994306868
N02_F4,0.6042227771873528
NE_F4,0.9870599885565834
NOSC_F4,1.0978970545840703
Q_F4,0.5733139330951981
SYMM_F4,0.8308700864281714
SYMM2_F4,1.077765027190471
SO_F4,0.8002636236065884
SO_AMP_F4,1.0809248693416595
SO_DUR_F4,1.2751710823556792
SO_NEG_DUR_F4,1.1638203764649757
SO_P2P_F4,0.9367794450949336
SO_POS_DUR_F4,1.2431015827459695
SO_RATE_F4,0.7113563204059945
SO_SLOPE_NEG1_F4,1.1334579746976157
SO_SLOPE_NEG2_F4,0.7533165809962034
SO_SLOPE_POS1_F4,0.7424548054437055
SO_SLOPE_POS2_F4,1.0924915624825784
SO_TH_NEG_F4,1.0016469961187515
SO_TH_P2P_F4,1.0076530267403259
AMP_O1,0.9667012927831332
CHIRP_O1,1.3614521642448756
COUPL_ANGLE_O1,0.7315836091376449
COUPL_MAG_O1,1.1330113734843277
COUPL_OVERLAP_O1,0.7225131249014379
COUPL_PV_O1,1.1271000512974203
DENS_O1,0.6450752732351349
DISPERSION_O1,1.0059076122351003
DISPERSION_P_O1,1.2144691352516337
DUR_O1,0.793758149594523
FFT_O1,0.8435953387218252
FRQ_O1,0.8107439819756085
FWHM_O1,0.6034272128511103
ISA_M_O1,0.7083330729703461
ISA_S_O1,0.9412981436683275
ISA_T_O1,0.7569953391402875
MINS_O1,1.0020497778608632
N_O1,0.6678782762533302
N01_O1,0.7349882323322616
N02_O1,0.7085408917535888
NE_O1,1.0020497778608632
NOSC_O1,0.7797517619186876
Q_O1,0.6396810819253805
SYMM_O1,1.0174192961121247
SYMM2_O1,0.9543990779455789
SO_O1,0.9307023865290843
SO_AMP_O1,0.9981496322321722
SO_DUR_O1,1.0272628276895446
SO_NEG_DUR_O1,1.2684692265985484
SO_P2P_O1,1.004903413464001
SO_POS_DUR_O1,1.0147586407205709
SO_RATE_O1,0.8094228617712496
SO_SLOPE_NEG1_O1,0.9986581516385985
SO_SLOPE_NEG2_O1,0.9972517525129336
SO_SLOPE_POS1_O1,0.9897828190661107
SO_SLOPE_POS2_O1,0.9938471821986881
SO_TH_NEG_O1,0.994711959202374
SO_TH_P2P_O1,1.0002228386462297
AMP_O2,1.015351650600576
CHIRP_O2,1.2585060163275918
COUPL_ANGLE_O2,0.853733677410723
COUPL_MAG_O2,1.1592504602089322
COUPL_OVERLAP_O2,0.7041602988853983
COUPL_PV_O2,1.1878018335897826
DENS_O2,0.6030780134690923
DISPERSION_O2,0.9758997611702359
DISPERSION_P_O2,1.3316828062143957
DUR_O2,0.8529092706910455
FFT_O2,0.8357538233527918
FRQ_O2,0.8133309708580537
FWHM_O2,0.5568204158123876
ISA_M_O2,0.74644240248107
ISA_S_O2,1.0566927585334076
ISA_T_O2,0.8013173786759799
MINS_O2,0.9884170843122687
N_O2,0.6214115812844017
N01_O2,0.6783843623496728
N02_O2,0.6620969540933827
NE_O2,0.9884170843122687
NOSC_O2,0.8415572926581407
Q_O2,0.6180029491518322
SYMM_O2,0.9486934143404618
SYMM2_O2,0.8175574520155217
SO_O2,0.8788058306553972
SO_AMP_O2,1.0306766235579308
SO_DUR_O2,1.3214398941177974
SO_NEG_DUR_O2,1.2656393656080402
SO_P2P_O2,0.9711232588458417
SO_POS_DUR_O2,1.354666266429457
SO_RATE_O2,0.742750899281986
SO_SLOPE_NEG1_O2,1.1204554239131033
SO_SLOPE_NEG2_O2,0.8923928392385811
SO_SLOPE_POS1_O2,0.9955911202395835
SO_SLOPE_POS2_O2,1.1081241550994352
SO_TH_NEG_O2,1.0049383349698566
SO_TH_P2P_O2,0.995032536304164
Wake_alpha1_psd_F,1.0245770432112957
Wake_alpha2_psd_F,0.9590325781416457
Wake_alpha3_psd_F,1.163825881021657
Wake_alpha1_psd_C,1.0667623724594473
Wake_alpha2_psd_C,0.9877944409809462
Wake_alpha3_psd_C,1.125279647677579
Wake_alpha1_psd_O,1.0512126559301733
Wake_alpha2_psd_O,0.8307122782391804
Wake_alpha3_psd_O,0.9894484091593566
Wake_TF_F,0.7522080479361881
Wake_IAF_F,0.6036536590071636
Wake_TF_C,0.6518116428001236
Wake_IAF_C,0.5949896432618234
Wake_TF_O,0.6681335200033588
Wake_IAF_O,0.5704145959337692
N1_alpha1_psd_F,1.121823558622929
N1_alpha2_psd_F,1.1204274544742705
N1_alpha3_psd_F,1.215600230870543
N1_alpha1_psd_C,1.1612560028552787
N1_alpha2_psd_C,1.1428878450178435
N1_alpha3_psd_C,1.2281907123402462
N1_alpha1_psd_O,1.1048467557137098
N1_alpha2_psd_O,1.0511932181904233
N1_alpha3_psd_O,1.1707805017155413
N1_TF_F,0.7125111010906641
N1_IAF_F,0.7349187868271096
N1_TF_C,0.5841102523897903
N1_IAF_C,0.6909601202744963
N1_TF_O,0.6259975531365719
N1_IAF_O,0.655779171585508
Wake_alpha3/2_power_F,1.0467081896104355
Wake_alpha3/2_power_C,0.9566186812236976
Wake_alpha3/2_power_O,1.0513252611642725
N1_alpha3/2_power_F,1.0488433544657176
N1_alpha3/2_power_C,1.0706223165873783
N1_alpha3/2_power_O,1.011283194462241
Wake_alpha3/2_power,1.0057238283640852
N1_alpha3/2_power,1.081914069859971
N3_F3-F4_Delta,0.7242935020810504
N3_F3-F4_Theta,0.8814497866437461
N3_F3-F4_Alpha,0.701496167223124
N3_F3-F4_Sigma,0.8485660695737252
N3_F3-C3_Delta,1.0164229894990449
N3_F3-C3_Theta,0.946286040867088
N3_F3-C3_Alpha,0.8807722578150304
N3_F3-C3_Sigma,0.8687435537054307
N3_F3-C4_Delta,0.7885910519618948
N3_F3-C4_Theta,0.9496795527629085
N3_F3-C4_Alpha,0.7288338918589596
N3_F3-C4_Sigma,0.9236526917856298
N3_F3-O1_Delta,1.097871865201157
N3_F3-O1_Theta,1.036614833566122
N3_F3-O1_Alpha,0.998979313496111
N3_F3-O1_Sigma,0.9090528372773823
N3_F3-O2_Delta,1.075913982200697
N3_F3-O2_Theta,1.1129583346661818
N3_F3-O2_Alpha,1.063915365127153
N3_F3-O2_Sigma,1.0348108412016823
N3_F4-C3_Delta,0.7925210356782479
N3_F4-C3_Theta,0.9818073898893852
N3_F4-C3_Alpha,0.7819525327947364
N3_F4-C3_Sigma,0.9592387965252156
N3_F4-C4_Delta,1.070621053403973
N3_F4-C4_Theta,1.0018576997178195
N3_F4-C4_Alpha,0.9351601861896313
N3_F4-C4_Sigma,0.9284757309649371
N3_F4-O1_Delta,1.0768502495467744
N3_F4-O1_Theta,0.998238566446773
N3_F4-O1_Alpha,0.9722789229215347
N3_F4-O1_Sigma,0.9647282162149777
N3_F4-O2_Delta,1.183449812535199
N3_F4-O2_Theta,1.113853568400102
N3_F4-O2_Alpha,1.0794818010702245
N3_F4-O2_Sigma,0.9815726390037487
N3_C3-C4_Delta,0.7801642184607182
N3_C3-C4_Theta,0.9921970517508666
N3_C3-C4_Alpha,0.7764409141097303
N3_C3-C4_Sigma,0.8944933240902108
N3_C3-O1_Delta,1.1470513508770148
N3_C3-O1_Theta,1.0805011094586596
N3_C3-O1_Alpha,1.0698093266591115
N3_C3-O1_Sigma,0.9687399816098292
N3_C3-O2_Delta,0.9776656061649334
N3_C3-O2_Theta,1.0281416950325863
N3_C3-O2_Alpha,0.9854196867491766
N3_C3-O2_Sigma,0.883163131612195
N3_C4-O1_Delta,0.9798665417778296
N3_C4-O1_Theta,0.9691893703577733
N3_C4-O1_Alpha,0.937941639295636
N3_C4-O1_Sigma,0.8978758142977167
N3_C4-O2_Delta,1.15122840139804
N3_C4-O2_Theta,1.1261827991527342
N3_C4-O2_Alpha,1.1092579785490557
N3_C4-O2_Sigma,1.0002067365476606
N3_O1-O2_Delta,0.8903696487557106
N3_O1-O2_Theta,1.0146507939459124
N3_O1-O2_Alpha,0.8970837943132075
N3_O1-O2_Sigma,0.7778912755527443
N2_F3-F4_Delta,0.6093334119405651
N2_F3-F4_Theta,0.866725032639155
N2_F3-F4_Alpha,0.8501431434736474
N2_F3-F4_Sigma,0.7872240283329028
N2_F3-C3_Delta,0.9779667321380443
N2_F3-C3_Theta,1.0160957138115763
N2_F3-C3_Alpha,0.9484611282045697
N2_F3-C3_Sigma,0.8847508757142483
N2_F3-C4_Delta,0.6216828863004226
N2_F3-C4_Theta,0.97514588989638
N2_F3-C4_Alpha,0.8697378324742168
N2_F3-C4_Sigma,0.8771463601508046
N2_F3-O1_Delta,1.0662777670337076
N2_F3-O1_Theta,1.1191708383615318
N2_F3-O1_Alpha,1.0104301543635015
N2_F3-O1_Sigma,0.9542114998770703
N2_F3-O2_Delta,1.0543074383821187
N2_F3-O2_Theta,1.1146248814927413
N2_F3-O2_Alpha,1.0176975845186715
N2_F3-O2_Sigma,1.04634113136908
N2_F4-C3_Delta,0.6441885543826731
N2_F4-C3_Theta,0.9855506674551303
N2_F4-C3_Alpha,0.9167217036304439
N2_F4-C3_Sigma,0.9255506076485454
N2_F4-C4_Delta,1.0287895779902236
N2_F4-C4_Theta,1.0434102938273615
N2_F4-C4_Alpha,0.982377882956484
N2_F4-C4_Sigma,0.9351421100635657
N2_F4-O1_Delta,0.9978380992395839
N2_F4-O1_Theta,0.9662578801391967
N2_F4-O1_Alpha,0.9289801306092649
N2_F4-O1_Sigma,0.9514401204152237
N2_F4-O2_Delta,1.1685606701227955
N2_F4-O2_Theta,1.1246194395745275
N2_F4-O2_Alpha,1.017080208646004
N2_F4-O2_Sigma,1.0058606078063783
N2_C3-C4_Delta,0.6617182534928909
N2_C3-C4_Theta,1.0095217070605462
N2_C3-C4_Alpha,0.9353703689227484
N2_C3-C4_Sigma,0.8594261783082731
N2_C3-O1_Delta,1.1492737078764164
N2_C3-O1_Theta,1.13473220448973
N2_C3-O1_Alpha,1.036806438115993
N2_C3-O1_Sigma,0.9976005785331151
N2_C3-O2_Delta,0.9605092592266486
N2_C3-O2_Theta,1.041203730684818
N2_C3-O2_Alpha,0.9742050771297752
N2_C3-O2_Sigma,0.8753950951304282
N2_C4-O1_Delta,0.9179843268887564
N2_C4-O1_Theta,0.9745140876865084
N2_C4-O1_Alpha,0.948205874303326
N2_C4-O1_Sigma,0.8810458488027425
N2_C4-O2_Delta,1.1920381082812948
N2_C4-O2_Theta,1.127623479538607
N2_C4-O2_Alpha,1.03954135093039
N2_C4-O2_Sigma,1.0245235735487286
N2_O1-O2_Delta,0.8657521576582208
N2_O1-O2_Theta,0.9864448240476968
N2_O1-O2_Alpha,0.9282360163957714
N2_O1-O2_Sigma,0.7614685395763118
N1_F3-F4_Delta,0.7473796061763807
N1_F3-F4_Theta,0.8315359062086862
N1_F3-F4_Alpha,0.8635611987443196
N1_F3-F4_Sigma,0.7499637201088911
N1_F3-C3_Delta,1.0160771424476505
N1_F3-C3_Theta,1.0309268551202968
N1_F3-C3_Alpha,0.9760606066717246
N1_F3-C3_Sigma,0.8719822227767579
N1_F3-C4_Delta,0.7240365600569992
N1_F3-C4_Theta,0.9010126616697547
N1_F3-C4_Alpha,0.8152038152067879
N1_F3-C4_Sigma,0.7971471944845708
N1_F3-O1_Delta,1.0708325821895712
N1_F3-O1_Theta,1.1588344458232434
N1_F3-O1_Alpha,1.0622043822760177
N1_F3-O1_Sigma,1.0331513190523907
N1_F3-O2_Delta,1.0871166232738203
N1_F3-O2_Theta,1.1076147527566051
N1_F3-O2_Alpha,0.8756737673800179
N1_F3-O2_Sigma,0.877080775912478
N1_F4-C3_Delta,0.7880764570097202
N1_F4-C3_Theta,0.9314835613760796
N1_F4-C3_Alpha,0.878156755884995
N1_F4-C3_Sigma,0.7934906257854643
N1_F4-C4_Delta,1.0412172098992565
N1_F4-C4_Theta,1.0001569236271302
N1_F4-C4_Alpha,0.9732135462471793
N1_F4-C4_Sigma,0.892356368633644
N1_F4-O1_Delta,0.9601550454516068
N1_F4-O1_Theta,0.8861218992375239
N1_F4-O1_Alpha,0.7752468151238748
N1_F4-O1_Sigma,0.7372254625639068
N1_F4-O2_Delta,1.1618377219247598
N1_F4-O2_Theta,1.102555077208351
N1_F4-O2_Alpha,1.031448507153937
N1_F4-O2_Sigma,1.0183137935543007
N1_C3-C4_Delta,0.7696726503360604
N1_C3-C4_Theta,0.9645498690841129
N1_C3-C4_Alpha,0.9193846451320062
N1_C3-C4_Sigma,0.9030993792405199
N1_C3-O1_Delta,1.124284368946333
N1_C3-O1_Theta,1.1886269680954453
N1_C3-O1_Alpha,1.1017243133742416
N1_C3-O1_Sigma,1.125218825980434
N1_C3-O2_Delta,0.9966507060530354
N1_C3-O2_Theta,1.0279034952940598
N1_C3-O2_Alpha,0.8996099169591607
N1_C3-O2_Sigma,0.8812645148981619
N1_C4-O1_Delta,0.9684859865921214
N1_C4-O1_Theta,0.9264536378968083
N1_C4-O1_Alpha,0.8537660066279933
N1_C4-O1_Sigma,0.816522927157631
N1_C4-O2_Delta,1.1658345467252023
N1_C4-O2_Theta,1.1307551674508358
N1_C4-O2_Alpha,1.066145809115514
N1_C4-O2_Sigma,1.1139771199475472
N1_O1-O2_Delta,0.8649470945361069
N1_O1-O2_Theta,0.9287648556322231
N1_O1-O2_Alpha,0.8474726193903367
N1_O1-O2_Sigma,0.8086399568350988
REM_F3-F4_Delta,0.6544063473204743
REM_F3-F4_Theta,0.6232675108908414
REM_F3-F4_Alpha,0.6783898992838294
REM_F3-F4_Sigma,0.5824610984259664
REM_F3-C3_Delta,1.0053775218636813
REM_F3-C3_Theta,1.0263112164711028
REM_F3-C3_Alpha,0.9492325911474165
REM_F3-C3_Sigma,0.8389896771162704
REM_F3-C4_Delta,0.685398376922295
REM_F3-C4_Theta,0.7390972496773577
REM_F3-C4_Alpha,0.8014235448930753
REM_F3-C4_Sigma,0.7305807988486595
REM_F3-O1_Delta,1.0917964137825262
REM_F3-O1_Theta,1.1540258180163858
REM_F3-O1_Alpha,1.047306611805691
REM_F3-O1_Sigma,0.9387860185427178
REM_F3-O2_Delta,1.0648254246486122
REM_F3-O2_Theta,1.0820209044202527
REM_F3-O2_Alpha,0.9244880170355199
REM_F3-O2_Sigma,0.8656894172520284
REM_F4-C3_Delta,0.7066582059526366
REM_F4-C3_Theta,0.7251984404261769
REM_F4-C3_Alpha,0.7899656466255826
REM_F4-C3_Sigma,0.7070874131388303
REM_F4-C4_Delta,1.075176865122902
REM_F4-C4_Theta,1.0583368449571664
REM_F4-C4_Alpha,0.9855833652894409
REM_F4-C4_Sigma,0.8659931900278227
REM_F4-O1_Delta,0.9917576810226035
REM_F4-O1_Theta,0.8655951794745705
REM_F4-O1_Alpha,0.8057507617248678
REM_F4-O1_Sigma,0.7581252651410024
REM_F4-O2_Delta,1.188332138959503
REM_F4-O2_Theta,1.176864856823408
REM_F4-O2_Alpha,1.043063667264229
REM_F4-O2_Sigma,0.9500433236641923
REM_C3-C4_Delta,0.6779050062459007
REM_C3-C4_Theta,0.762051766829914
REM_C3-C4_Alpha,0.8569934283962526
REM_C3-C4_Sigma,0.7799427211265617
REM_C3-O1_Delta,1.163526125159175
REM_C3-O1_Theta,1.210459255891033
REM_C3-O1_Alpha,1.1184916890532728
REM_C3-O1_Sigma,1.072619828029073
REM_C3-O2_Delta,0.9765603305824366
REM_C3-O2_Theta,1.0131720504128647
REM_C3-O2_Alpha,0.9085886105521798
REM_C3-O2_Sigma,0.8310273745100475
REM_C4-O1_Delta,0.9395595587778474
REM_C4-O1_Theta,0.8759191965036842
REM_C4-O1_Alpha,0.8350725698055069
REM_C4-O1_Sigma,0.7597734377399895
REM_C4-O2_Delta,1.1819492926951438
REM_C4-O2_Theta,1.1952499642621264
REM_C4-O2_Alpha,1.095871564757764
REM_C4-O2_Sigma,1.074694188112863
REM_O1-O2_Delta,0.7818687751244313
REM_O1-O2_Theta,0.8332387097630765
REM_O1-O2_Alpha,0.8716274499597726
REM_O1-O2_Sigma,0.7517231281889473
Wake_F3-F4_Delta,0.9290293300391249
Wake_F3-F4_Theta,0.8836639977063143
Wake_F3-F4_Alpha,0.7349374879612207
Wake_F3-F4_Sigma,0.7654677257657102
Wake_F3-C3_Delta,1.0060147189602349
Wake_F3-C3_Theta,0.9533722093965052
Wake_F3-C3_Alpha,0.883685492456064
Wake_F3-C3_Sigma,0.811584162762252
Wake_F3-C4_Delta,0.9102502824413053
Wake_F3-C4_Theta,0.9193411326126011
Wake_F3-C4_Alpha,0.7725724865007824
Wake_F3-C4_Sigma,0.8325088817308935
Wake_F3-O1_Delta,1.0016068254649895
Wake_F3-O1_Theta,1.0228033845804418
Wake_F3-O1_Alpha,1.0607295661512255
Wake_F3-O1_Sigma,0.9506720839342504
Wake_F3-O2_Delta,1.0006323020107553
Wake_F3-O2_Theta,1.093255023690025
Wake_F3-O2_Alpha,0.7969584388381047
Wake_F3-O2_Sigma,0.8775351570483811
Wake_F4-C3_Delta,0.8938847755733031
Wake_F4-C3_Theta,0.8941980971668181
Wake_F4-C3_Alpha,0.7584766703325634
Wake_F4-C3_Sigma,0.7581020790959646
Wake_F4-C4_Delta,0.986316279958149
Wake_F4-C4_Theta,0.9156904029006616
Wake_F4-C4_Alpha,0.8930122337043054
Wake_F4-C4_Sigma,0.8247626493670234
Wake_F4-O1_Delta,0.9427467627653509
Wake_F4-O1_Theta,0.9279541758698291
Wake_F4-O1_Alpha,0.8181119780765248
Wake_F4-O1_Sigma,0.799782091038147
Wake_F4-O2_Delta,1.053860092984848
Wake_F4-O2_Theta,0.9612512838711381
Wake_F4-O2_Alpha,1.0670833653834513
Wake_F4-O2_Sigma,0.974052283084964
Wake_C3-C4_Delta,0.8536302518237694
Wake_C3-C4_Theta,0.9129423253920119
Wake_C3-C4_Alpha,0.8276033238596188
Wake_C3-C4_Sigma,0.8857390896461119
Wake_C3-O1_Delta,1.0259488013081433
Wake_C3-O1_Theta,1.046137261579001
Wake_C3-O1_Alpha,1.1326606179141676
Wake_C3-O1_Sigma,1.0688957960364063
Wake_C3-O2_Delta,0.9298647136164079
Wake_C3-O2_Theta,0.9914567898796802
Wake_C3-O2_Alpha,0.8525784785484073
Wake_C3-O2_Sigma,0.8937537240306254
Wake_C4-O1_Delta,0.8972812283518635
Wake_C4-O1_Theta,0.9106828306698954
Wake_C4-O1_Alpha,0.8618691882858892
Wake_C4-O1_Sigma,0.8484377558698193
Wake_C4-O2_Delta,1.0463381512513588
Wake_C4-O2_Theta,0.9958118983083718
Wake_C4-O2_Alpha,1.101313227241314
Wake_C4-O2_Sigma,1.0733058290397997
Wake_O1-O2_Delta,0.8569996330510391
Wake_O1-O2_Theta,0.8917036838443406
Wake_O1-O2_Alpha,0.7285169333965495
Wake_O1-O2_Sigma,0.8077133202874176
